Partition,Algorithm,BlendWeight,User,TestTime,NAttempted,NGood,Coverage,RMSE,Predict.nDCG,Predict.nDCG.Raw,TopN.nDCG,AvgPrec,Rank,RecipRank
5,ii-svd-blend,0,63902,0.723,5,5,1.0,0.8619525130105017,0.9549722722726507,10.60426897461019,0.0,0.0,,0.0
1,ii-svd-blend,0.2,64986,0.265,5,5,1.0,1.9588273183111489,0.7227731577646057,7.98134016304077,0.0,0.0,,0.0
5,ii,,13814,0.313,5,5,1.0,0.4246474078689186,0.9978078698566161,15.777228402401827,0.0,0.0,,0.0
5,ii,,16337,0.265,5,5,1.0,1.069355611096985,0.9703213165532092,15.234565739436487,0.0,0.0,,0.0
5,ii-svd-blend,0,64100,0.426,5,5,1.0,0.19210238695773163,0.9975296481987828,13.9964252465794,0.0,0.0,,0.0
1,ii-svd-blend,0.2,65670,0.711,5,5,1.0,0.37225071863257664,0.9847980742421107,11.954395572359223,0.12747508555283502,0.16666666666666666,6,0.16666666666666666
5,ii-svd-blend,0,64655,0.545,5,5,1.0,0.3415627538357802,1.0,15.031086967542706,0.406874885083865,0.3333333333333333,2,0.5
5,ii,,17022,0.613,5,5,1.0,0.47918430951623125,0.9907462141771882,14.430960369793672,0.0,0.0,,0.0
1,ii-svd-blend,0.2,65874,0.291,5,5,1.0,0.3442561512362495,0.9841233806349599,15.4964252465794,0.31753238730080346,1.0,1,1.0
5,ii,,17039,0.305,5,5,1.0,0.5713617773800972,1.0,16.56189012336513,0.0,0.0,,0.0
1,ii-svd-blend,0.2,66092,0.336,5,5,1.0,0.3562200199361215,1.0,17.37735500015086,0.07364700347308131,0.06666666666666667,15,0.06666666666666667
5,ii-svd-blend,0,66455,0.536,5,5,1.0,0.48755371502837663,0.9945447226238274,11.934818934934553,0.0,0.0,,0.0
5,ii,,17318,0.449,5,5,1.0,0.772010041425673,0.934484945813648,12.180960369793672,0.0,0.0,,0.0
5,ii-svd-blend,0,67608,0.243,5,5,1.0,0.5415329375519634,1.0,14.781086967542706,0.0,0.0,,0.0
5,ii-svd-blend,0,68702,0.367,5,5,1.0,0.5815184148660056,0.9976203268568917,14.531086967542706,0.2510176018728612,0.2159090909090909,4,0.25
1,ii-svd-blend,0.2,66362,0.786,5,5,1.0,0.8472317956846805,0.9822574006905584,12.135072130432615,0.10959651502679198,0.16666666666666666,6,0.16666666666666666
1,ii-svd-blend,0.2,66402,0.151,5,5,1.0,1.5493945204365034,0.8495376815462348,11.162016721114163,0.0,0.0,,0.0
5,ii-svd-blend,0,68836,0.257,5,5,1.0,1.5308876795822672,0.9143245322160813,14.41524229750988,0.0,0.0,,0.0
5,ii,,18675,0.709,5,5,1.0,0.5613197146714543,0.9720079397184095,12.815748688506009,0.0,0.0,,0.0
1,ii-svd-blend,0.2,68037,0.355,5,5,1.0,0.4251906466921079,1.0,13.50028381172028,0.0,0.0,,0.0
5,ii,,19517,0.255,5,5,1.0,0.3722479063785262,0.9959242108940529,15.9964252465794,0.0,0.0,,0.0
5,ii-svd-blend,0,68874,0.374,5,5,1.0,0.8086547782111548,0.9787191697234972,10.803889181363095,0.0,0.0,,0.0
5,ii-svd-blend,0,68905,0.26,5,5,1.0,0.7835379969583119,0.9766248871689148,12.550030616222216,0.0,0.0,,0.0
5,ii,,21058,0.40700000000000003,5,5,1.0,0.6741258759047722,0.9574149260468404,14.184818934934553,0.0,0.0,,0.0
1,ii-svd-blend,0.2,69335,0.506,5,5,1.0,0.42576624440326666,0.9879512828940084,15.131213565291738,0.0,0.0,,0.0
5,ii-svd-blend,0,70337,2.0060000000000002,5,5,1.0,1.3499250316146276,0.9496158904542057,11.322832830042605,0.0,0.0,,0.0
5,ii,,22074,2.074,5,5,1.0,0.3645424532524862,0.9848553249580755,12.00028381172028,0.0,0.0,,0.0
1,ii-svd-blend,0.2,69498,2.072,5,5,1.0,0.6212757176560507,0.9824564897581629,14.00028381172028,0.0,0.0,,0.0
5,ii-svd-blend,0,71362,0.34600000000000003,5,5,1.0,0.5202181555062112,0.9880563942128316,15.266001884004073,0.0,0.0,,0.0
5,ii,,22245,0.426,5,5,1.0,0.8508490499617576,0.9475353162334479,10.838550902326398,0.0,0.0,,0.0
5,ii-svd-blend,0,72633,0.40700000000000003,5,5,1.0,0.6568102843418584,0.951576427835961,12.846551844328435,0.18693821918727824,0.3333333333333333,3,0.3333333333333333
1,ii-svd-blend,0.2,70835,0.585,5,5,1.0,0.8484972515781964,0.9933250197792393,14.90015721397125,0.0,0.0,,0.0
5,ii,,24389,0.363,5,5,1.0,1.2625836760245124,0.924068321252065,12.169733851395918,0.37965839373967514,0.5,2,0.5
5,ii-svd-blend,0,73639,0.28800000000000003,5,5,1.0,0.47527706556201976,1.0,14.815748688506009,0.0,0.0,,0.0
1,ii-svd-blend,0.2,71680,0.601,5,5,1.0,0.6287771757454509,0.9410354496064371,12.031086967542706,0.0,0.0,,0.0
5,ii,,24797,0.52,5,5,1.0,0.6225883965028873,0.9750893286469643,14.446678442077467,0.0,0.0,,0.0
5,ii-svd-blend,0,74730,0.525,5,5,1.0,0.5710762149554648,0.9650976411917397,15.742566681438523,0.0,0.0,,0.0
5,ii-svd-blend,0,74743,0.255,5,5,1.0,0.5930277576387902,0.9936552787551981,15.680960369793672,0.0,0.0,,0.0
1,ii-svd-blend,0.2,72766,0.598,5,5,1.0,1.049743799296325,0.9855208848929324,8.911732909393884,0.0,0.0,,0.0
5,ii,,24884,0.525,5,5,1.0,0.3639379716018992,0.9951508518118046,13.434818934934553,0.0,0.0,,0.0
5,ii-svd-blend,0,75422,0.509,5,5,1.0,0.614526798279855,0.9953209626199728,14.7464252465794,0.0,0.0,,0.0
1,ii-svd-blend,0.2,72971,0.618,5,5,1.0,0.7195458829626807,0.9713762808941785,14.877355000150859,0.2938152154048538,0.5,2,0.5
5,ii,,25411,0.676,5,5,1.0,0.7136818555888713,0.9457292825885424,13.069607253646886,0.057660529406800186,0.047619047619047616,21,0.047619047619047616
5,ii-svd-blend,0,76284,0.518,5,5,1.0,0.5095073439116686,1.0,14.2464252465794,0.0,0.0,,0.0
1,ii-svd-blend,0.2,73680,0.419,5,5,1.0,0.438342227986799,0.988227325953145,13.90015721397125,0.0,0.0,,0.0
5,ii,,25645,0.359,5,5,1.0,0.49544555738395807,0.9701673334816515,14.131213565291738,0.0,0.0,,0.0
5,ii-svd-blend,0,76695,0.234,5,5,1.0,1.2874462076610411,0.969552677683055,11.526944590681547,0.0,0.0,,0.0
1,ii-svd-blend,0.2,73773,0.304,5,5,1.0,1.2178021695491905,0.9704452011909506,12.508000942002038,0.0,0.0,,0.0
5,ii-svd-blend,0,77016,0.324,5,5,1.0,0.2782545219177195,0.9952496579594983,13.715622090756977,0.0,0.0,,0.0
5,ii,,26222,0.644,5,5,1.0,0.34048701899473266,1.0,11.684818934934553,0.0,0.0,,0.0
5,ii-svd-blend,0,79846,0.339,5,5,1.0,0.593831970673756,0.9663678158642145,12.596551844328435,0.0,0.0,,0.0
1,ii-svd-blend,0.2,74546,0.47100000000000003,5,5,1.0,1.1438047388173107,0.9849776154939,12.87707118843058,0.0,0.0,,0.0
5,ii,,27456,0.362,5,5,1.0,0.761305216364109,0.9775003326464001,13.050030616222216,0.0,0.0,,0.0
5,ii-svd-blend,0,81783,0.372,5,5,1.0,0.5463237351394143,0.9976939977103352,14.9964252465794,0.0,0.0,,0.0
1,ii-svd-blend,0.2,74849,0.599,5,5,1.0,0.9470954349522299,0.959202550280589,13.016001884004073,0.0,0.0,,0.0
5,ii,,28176,0.454,5,5,1.0,0.7756063290322162,0.997676185922844,14.881213565291738,0.0,0.0,,0.0
5,ii-svd-blend,0,82202,0.622,5,5,1.0,0.6396095988775038,0.9950160245687534,13.069607253646886,0.0,0.0,,0.0
5,ii,,30516,0.314,5,5,1.0,0.44781537776830477,0.9809669868945161,12.885072130432615,0.0,0.0,,0.0
1,ii-svd-blend,0.2,76008,0.526,5,5,1.0,0.42572282735301376,0.987360963285348,14.41587528625504,0.21606575975503353,0.3333333333333333,3,0.3333333333333333
5,ii-svd-blend,0,82647,0.26,5,5,1.0,1.0166574602810317,0.9782014074894145,15.711763525616098,0.0,0.0,,0.0
5,ii,,31273,0.56,5,5,1.0,1.1855864497189839,0.8614814054210351,12.177101804652795,0.0,0.0,,0.0
1,ii-svd-blend,0.2,76164,0.596,5,5,1.0,0.9103844715894737,0.8345254276124355,7.254142376861158,0.0,0.0,,0.0
5,ii-svd-blend,0,82880,0.617,5,5,1.0,0.6595209894868068,0.994878188334101,13.465622090756977,0.0,0.0,,0.0
5,ii,,31362,0.441,5,5,1.0,0.2683726528053199,0.9815712346041159,13.315748688506009,0.0,0.0,,0.0
5,ii-svd-blend,0,83182,0.336,5,5,1.0,0.3595691613683188,0.9932260328371724,14.680960369793672,0.0,0.0,,0.0
5,ii,,32215,0.29,5,5,1.0,0.5729268847524764,0.9645543931907231,15.492566681438523,0.06378552656426974,0.047619047619047616,21,0.047619047619047616
1,ii-svd-blend,0.2,78362,0.6970000000000001,5,5,1.0,0.7682450893176885,0.9566679531291921,11.038804097824462,0.0,0.0,,0.0
5,ii-svd-blend,0,83553,0.335,5,5,1.0,0.8064250759143705,0.9775917837044076,13.930960369793672,0.0,0.0,,0.0
5,ii,,33173,0.23700000000000002,5,5,1.0,0.49508821797372743,0.9871096421689469,14.131213565291738,0.0,0.0,,0.0
4,lucene,,1738,6.354,5,5,1.0,0.7488594012089699,0.9703745047730802,16.37735500015086,0.0,0.0,,0.0
1,ii-svd-blend,0.2,78774,0.34400000000000003,5,5,1.0,0.5196478461226978,1.0,17.37735500015086,0.2877307852637293,1.0,1,1.0
1,ii-svd-blend,0.2,79364,0.17500000000000002,5,5,1.0,0.5821847639116543,0.975638328454347,11.40015721397125,0.0,0.0,,0.0
5,ii-svd-blend,0,84549,0.482,5,5,1.0,0.36340097521671516,1.0,14.25028381172028,0.0,0.0,,0.0
4,lucene,,1741,0.421,5,5,1.0,1.062529093715085,1.0,15.2464252465794,0.0,0.0,,0.0
5,ii,,34156,0.583,5,5,1.0,0.5012797944457604,0.9498467032511542,14.277228402401827,0.0,0.0,,0.0
5,ii-svd-blend,0,84598,0.251,5,5,1.0,0.9021055608714773,0.9765687210767208,12.519227460399792,0.0,0.0,,0.0
4,lucene,,5063,0.191,5,5,1.0,0.5363574233028767,0.973862871412787,11.754142376861159,0.0,0.0,,0.0
4,lucene,,5268,0.131,5,5,1.0,0.460349671171149,0.9644296036528945,14.4964252465794,0.09012222358988667,0.1,10,0.1
5,ii,,34739,0.327,5,5,1.0,1.2353306510028923,0.9822121309444649,13.804522170108255,0.0,0.0,,0.0
1,ii-svd-blend,0.2,79531,0.5630000000000001,5,5,1.0,0.6574757556017194,0.981802017036862,10.803889181363095,0.0,0.0,,0.0
4,lucene,,7723,0.157,5,5,1.0,0.6252746751335592,0.9684145515233342,11.315748688506009,0.0,0.0,,0.0
4,lucene,,7880,0.14,5,5,1.0,0.6805538307059072,1.0,12.719480655897856,0.0,0.0,,0.0
1,ii-svd-blend,0.2,79607,0.266,5,5,1.0,0.4052872987810603,0.9960107023234545,17.30803155822425,0.2070917537177069,0.19090909090909092,5,0.2
4,lucene,,8932,0.166,5,5,1.0,1.256663166286311,0.9844611355906898,12.44253606521631,0.0,0.0,,0.0
5,ii-svd-blend,0,88394,0.668,5,5,1.0,0.4192217930589087,0.991818639603796,8.404015779112125,0.0,0.0,,0.0
4,lucene,,9050,0.14300000000000002,5,4,0.8,0.3106939829627406,0.8790591882509533,11.2082541375001,0.0,0.0,,0.0
5,ii,,35050,0.607,5,5,1.0,0.6160442815318405,0.9475734406723152,11.815748688506009,0.0,0.0,,0.0
1,ii-svd-blend,0.2,80063,0.325,5,5,1.0,0.7529187805764744,0.9723479028281288,14.196678442077467,0.30821051421139906,0.5,2,0.5
4,lucene,,9197,0.171,5,5,1.0,0.6912160742965413,0.9950073401653661,13.815748688506009,0.3600989575733818,0.5,2,0.5
5,ii-svd-blend,0,88928,0.321,5,5,1.0,0.6345122341759382,0.9794826659850286,11.934818934934553,0.0,0.0,,0.0
4,lucene,,9263,0.109,5,5,1.0,1.0372108710255497,0.9022422352218378,12.4964252465794,0.0,0.0,,0.0
4,lucene,,11337,0.093,5,5,1.0,0.5877080580301808,0.9844352066861466,15.81189012336513,0.0,0.0,,0.0
5,ii-svd-blend,0,90097,0.277,5,5,1.0,0.35596465501487884,1.0,16.06189012336513,0.0,0.0,,0.0
4,lucene,,11843,0.157,5,5,1.0,1.7008252151919907,0.8549658827238761,11.7464252465794,0.0,0.0,,0.0
4,lucene,,12255,0.046,5,2,0.4,1.3352060206495977,0.6074617077557586,9.0,0.0,0.0,,0.0
5,ii,,35246,0.5760000000000001,5,5,1.0,0.8462045611999485,1.0,11.823465818787767,0.0,0.0,,0.0
1,ii-svd-blend,0.2,80285,0.5660000000000001,5,5,1.0,0.5376662037307737,0.9619226094636979,14.284945532683583,0.0,0.0,,0.0
4,lucene,,12999,0.14,5,5,1.0,1.6108369264765936,0.8647437273509395,10.769860449144952,0.0,0.0,,0.0
1,ii-svd-blend,0.2,80585,0.18,5,5,1.0,0.5522098158304611,0.9703745047730802,16.37735500015086,0.0,0.0,,0.0
4,lucene,,13215,0.163,5,5,1.0,0.4220698894654963,1.0,14.565748688506009,0.0,0.0,,0.0
4,lucene,,16539,0.081,5,5,1.0,0.3323935916423891,0.9822700196136057,13.850410409469312,0.0,0.0,,0.0
5,ii-svd-blend,0,91969,0.526,5,5,1.0,0.5479412476293485,0.9895548207026452,12.404015779112127,0.0,0.0,,0.0
4,lucene,,16581,0.159,5,5,1.0,0.3230714968394756,0.9951508518118046,13.434818934934553,0.07269990228522669,0.041666666666666664,24,0.041666666666666664
5,ii,,35259,0.454,5,5,1.0,0.9630822028024322,0.9117318468211606,12.235198728181647,0.0,0.0,,0.0
4,lucene,,16883,0.135,5,5,1.0,0.5049834877625723,0.9932260328371724,14.680960369793672,0.0,0.0,,0.0
5,ii-svd-blend,0,92430,0.254,5,5,1.0,1.082356647114028,0.9811586425764682,10.227197786179612,0.0,0.0,,0.0
5,ii,,35823,0.178,5,5,1.0,1.817882867554005,0.9803430533529776,15.558031558224252,0.0,0.0,,0.0
4,lucene,,17630,0.14,5,5,1.0,0.6669551454461099,0.9725916675857198,13.096551844328435,0.07513406252556823,0.09090909090909091,11,0.09090909090909091
1,ii-svd-blend,0.2,80946,0.5740000000000001,5,5,1.0,0.4335737136840323,1.0,12.534945532683583,0.07054349901436753,0.043478260869565216,23,0.043478260869565216
4,lucene,,18758,0.114,5,5,1.0,0.8525498547813847,0.997625976257433,14.565748688506009,0.15459392548772402,0.07681159420289854,15,0.06666666666666667
5,ii,,36624,0.245,5,5,1.0,0.40923017342604234,0.985403467143771,16.87735500015086,0.0,0.0,,0.0
4,lucene,,19560,0.163,5,5,1.0,0.6241844903976436,0.9599415491175431,15.211763525616098,0.0,0.0,,0.0
4,lucene,,20408,0.049,5,3,0.6,1.325855152978912,0.6837169818982212,7.523719014285829,0.0,0.0,,0.0
1,ii-svd-blend,0.2,81998,0.312,5,5,1.0,1.162098099979563,0.9345271979230372,10.984565739436487,0.0,0.0,,0.0
5,ii-svd-blend,0,92882,0.48,5,5,1.0,0.8710681844174761,0.9740198734383104,15.015368895258913,0.0,0.0,,0.0
5,ii,,36724,0.298,5,5,1.0,0.6515906343746499,0.9804101564047385,14.2464252465794,0.0,0.0,,0.0
4,lucene,,22377,0.171,5,5,1.0,0.5103110350944015,0.9956110603280482,14.850410409469312,0.10746485279768998,0.14285714285714285,7,0.14285714285714285
5,ii,,38256,0.158,5,5,1.0,0.5615459882036254,1.0,15.66587528625504,0.0,0.0,,0.0
1,ii-svd-blend,0.2,83360,0.275,5,5,1.0,0.413104119510698,1.0,10.754142376861159,0.23467413075318,0.3333333333333333,3,0.3333333333333333
4,lucene,,23068,0.165,5,5,1.0,0.5910496009213307,0.9618332567933454,12.600410409469312,0.0,0.0,,0.0
4,lucene,,23171,0.148,5,4,0.8,0.16501765061796655,0.8790780000963964,7.8273243839286435,0.0,0.0,,0.0
1,ii-svd-blend,0.2,83416,0.221,5,5,1.0,0.38638427453270463,0.9765616487139698,15.377355000150859,0.0,0.0,,0.0
4,lucene,,23852,0.129,5,5,1.0,0.9157143188316632,0.9870102887160647,10.534945532683583,0.0,0.0,,0.0
5,ii-svd-blend,0,93705,0.5630000000000001,5,5,1.0,0.6759313215691385,0.9908541455693073,14.184818934934553,0.0,0.0,,0.0
4,lucene,,24386,0.053,5,5,1.0,0.880827850390957,0.993940970657488,17.05803155822425,0.0,0.0,,0.0
5,ii,,38605,0.495,5,5,1.0,0.813622979419242,0.9471994428640492,13.454395572359223,0.0,0.0,,0.0
4,lucene,,25268,0.168,5,5,1.0,0.9188199412240212,0.9782642308327665,13.519227460399792,0.0,0.0,,0.0
5,ii,,41240,0.192,5,5,1.0,1.1050999040449334,0.9972022023679825,12.35426897461019,0.0,0.0,,0.0
1,ii-svd-blend,0.2,83631,0.47500000000000003,5,5,1.0,0.36124096300342606,0.9875446643234822,14.631213565291738,0.0,0.0,,0.0
4,lucene,,26480,0.186,5,4,0.8,0.2212607338455079,0.8790591882509533,11.2082541375001,0.0,0.0,,0.0
4,lucene,,26674,0.088,5,5,1.0,0.9297080600241355,0.9220307125932835,12.281086967542706,0.0,0.0,,0.0
4,lucene,,26855,0.147,5,5,1.0,1.7956655795142116,0.8598724877318862,9.822832830042605,0.0,0.0,,0.0
5,ii-svd-blend,0,93710,0.682,5,5,1.0,0.3846649610807838,0.9976500980316215,14.715622090756977,0.0,0.0,,0.0
1,ii-svd-blend,0.2,83697,0.307,5,5,1.0,0.9000887483944252,0.9607490915949358,13.550663604967376,0.15952616927898491,0.25,4,0.25
4,lucene,,27365,0.126,5,5,1.0,0.2392086697811066,1.0,14.281086967542706,0.0,0.0,,0.0
4,lucene,,27484,0.108,5,5,1.0,0.17091275288127075,1.0,11.534945532683583,0.0,0.0,,0.0
5,ii,,41486,0.533,5,5,1.0,1.3293673311271241,0.8932766857964602,10.784945532683583,0.0,0.0,,0.0
4,lucene,,27579,0.062,5,5,1.0,0.5644857821234006,0.9738897514619724,13.766001884004073,0.07893640529801599,0.08333333333333333,12,0.08333333333333333
4,lucene,,27735,0.04,5,4,0.8,2.3331024011194237,0.7245516352143136,11.654648767857287,0.0,0.0,,0.0
5,ii-svd-blend,0,96610,0.384,5,5,1.0,0.38340373283535656,0.995198787644136,13.569607253646886,0.1650156287019665,0.25,4,0.25
1,ii-svd-blend,0.2,83891,0.425,5,5,1.0,0.6985565387294246,0.919092043193999,2.0962680326081538,0.0,0.0,,0.0
5,ii,,41557,0.243,5,5,1.0,0.307798675311748,1.0,13.75028381172028,0.0,0.0,,0.0
4,lucene,,28340,0.154,5,5,1.0,0.7695026667165423,0.9917297931701112,12.469480655897856,0.0,0.0,,0.0
4,lucene,,30631,0.149,5,5,1.0,0.23016276197912203,0.9975296481987828,13.9964252465794,0.0,0.0,,0.0
5,ii,,42015,0.16,5,5,1.0,0.8834917114791091,0.9248171376077963,9.885072130432615,0.0,0.0,,0.0
4,lucene,,31321,0.163,5,5,1.0,0.7100108650754743,0.9775917837044076,13.930960369793672,0.0,0.0,,0.0
1,ii-svd-blend,0.2,84948,0.467,5,5,1.0,0.6500193556526946,0.9602286880755262,14.946678442077467,0.3212180859435356,0.5,2,0.5
4,lucene,,31921,0.162,5,5,1.0,0.46269940426195455,0.978044885237999,12.680960369793672,0.0,0.0,,0.0
5,ii-svd-blend,0,97953,0.632,5,5,1.0,0.4407735440045365,1.0,12.35426897461019,0.0,0.0,,0.0
4,lucene,,32386,0.14,5,5,1.0,0.24060784384223644,1.0,12.75028381172028,0.0,0.0,,0.0
4,lucene,,32780,0.20600000000000002,5,4,0.8,0.7334343381204389,0.8840404058603825,10.642789260714373,0.0,0.0,,0.0
5,ii,,42124,0.6950000000000001,5,5,1.0,0.6084590969972122,0.9692547593287503,11.635072130432615,0.0,0.0,,0.0
1,ii-svd-blend,0.2,85617,0.402,5,5,1.0,0.4080517576144234,1.0,15.631213565291738,0.09246397444141528,0.09090909090909091,11,0.09090909090909091
4,lucene,,33860,0.085,5,5,1.0,0.6959356359319101,0.988560369468338,15.946678442077467,0.0,0.0,,0.0
4,lucene,,33871,0.097,5,5,1.0,0.5636251931846171,1.0,14.50028381172028,0.09967557534434006,0.09090909090909091,11,0.09090909090909091
4,lucene,,34760,0.062,5,3,0.6,0.42134919785178526,0.9594972618591472,11.02371901428583,0.08517688993000935,0.058823529411764705,17,0.058823529411764705
1,ii-svd-blend,0.2,87075,0.294,5,5,1.0,0.32485865916920603,1.0,13.781086967542706,0.0,0.0,,0.0
4,lucene,,35553,0.128,5,5,1.0,0.43779887370042286,0.9767065017649703,14.680960369793672,0.0,0.0,,0.0
5,ii-svd-blend,0,98494,0.6980000000000001,5,5,1.0,1.1774774173369398,1.0,10.977197786179612,0.11495278956635062,0.1111111111111111,9,0.1111111111111111
4,lucene,,35613,0.105,5,5,1.0,0.9707026485741197,1.0,12.850410409469312,0.07086785291438957,0.047619047619047616,21,0.047619047619047616
5,ii,,42245,0.622,5,5,1.0,0.6227911061430766,1.0,12.388930695573494,0.0,0.0,,0.0
4,lucene,,38159,0.189,5,5,1.0,0.3977567539639422,0.9928639457526953,13.930960369793672,0.09502708780992204,0.125,8,0.125
4,lucene,,38957,0.149,5,5,1.0,0.7636833736533593,1.0,15.385072130432615,0.0,0.0,,0.0
1,ii-svd-blend,0.2,88266,0.54,5,5,1.0,0.6351092362543218,0.9715638603368182,14.846551844328435,0.0,0.0,,0.0
4,lucene,,40652,0.302,5,5,1.0,0.8572808044932954,0.9790690153204512,16.55803155822425,0.0,0.0,,0.0
5,ii,,42367,0.523,5,5,1.0,0.47946411081737944,0.9827955058999777,14.281086967542706,0.0,0.0,,0.0
5,ii-svd-blend,0,98781,0.745,5,5,1.0,1.1885796162307813,0.969669550604897,10.83469233718552,0.08427331321598434,0.05263157894736842,19,0.05263157894736842
4,lucene,,41518,0.105,5,5,1.0,1.0097050209805871,0.9769773174533565,14.053889181363095,0.0,0.0,,0.0
4,lucene,,41703,0.127,5,5,1.0,0.6582225553487683,1.0,14.815748688506009,0.0,0.0,,0.0
1,ii-svd-blend,0.2,88608,0.583,5,5,1.0,0.4354644245105875,0.9873308865091233,14.381213565291738,0.0,0.0,,0.0
4,lucene,,42290,0.158,5,4,0.8,1.0273681769196616,0.9267191864340167,10.892789260714373,0.0,0.0,,0.0
5,ii,,43829,0.381,5,5,1.0,0.5401221634529841,0.9645896759009377,12.781086967542706,0.3018803262509651,1.0,1,1.0
5,ii-svd-blend,0,99093,0.417,5,5,1.0,0.2664419042469496,0.9945447226238274,11.934818934934553,0.0,0.0,,0.0
4,lucene,,43068,0.124,5,5,1.0,0.5749352181308997,0.9895503150362627,15.680960369793672,0.28397345013644554,0.5,2,0.5
4,lucene,,43604,0.067,5,5,1.0,0.4322284125712931,0.9957932567145273,15.4964252465794,0.0,0.0,,0.0
1,ii-svd-blend,0.2,89527,0.387,5,5,1.0,0.7694407910436278,0.9422244680134046,13.927101804652795,0.0,0.0,,0.0
4,lucene,,43618,0.161,5,5,1.0,0.48197577061360813,0.9701673334816515,14.131213565291738,0.0,0.0,,0.0
5,ii-svd-blend,0,99477,0.327,5,5,1.0,0.9902301526882504,0.9576995425160065,14.016001884004073,0.0,0.0,,0.0
5,ii,,44086,0.394,5,5,1.0,0.9535494684305311,0.9181620794388632,11.050030616222216,0.0,0.0,,0.0
4,lucene,,44400,0.161,5,5,1.0,0.3415689744170522,0.9957159541775544,15.215622090756977,0.32720185485627346,1.0,1,1.0
4,lucene,,45015,0.157,5,4,0.8,0.5251546857600976,0.846730832624011,11.642789260714373,0.0848467335395826,0.125,8,0.125
5,ii,,45252,0.264,5,5,1.0,0.36194761090636424,0.9951742525761814,13.50028381172028,0.0,0.0,,0.0
1,ii-svd-blend,0.2,89721,0.383,5,5,1.0,0.6026235236444533,0.9750893286469643,14.446678442077467,0.0,0.0,,0.0
4,lucene,,45461,0.179,5,4,0.8,0.2592420000891262,0.8387531008916007,11.142789260714373,0.0,0.0,,0.0
5,ii-svd-blend,0,100277,0.437,5,5,1.0,0.8762673681282561,0.9530702686790632,15.23134016304077,0.17253473220573928,0.15476190476190477,7,0.14285714285714285
4,lucene,,45811,0.13,5,4,0.8,0.6310998052668826,0.9637969122943442,13.2082541375001,0.0,0.0,,0.0
5,ii,,45537,0.352,5,5,1.0,0.42012205516611295,0.997327439557301,12.934818934934553,0.09678438857605788,0.08333333333333333,12,0.08333333333333333
5,ii-svd-blend,0,100728,0.267,5,5,1.0,0.5201212372697531,0.9958516877246559,15.715622090756977,0.0,0.0,,0.0
4,lucene,,45928,0.145,5,4,0.8,0.5060475878350786,0.9287242259647164,11.27371901428583,0.0,0.0,,0.0
1,ii-svd-blend,0.2,91428,0.447,5,5,1.0,0.743380128225163,1.0,15.516001884004073,0.12466252908661997,0.16666666666666666,6,0.16666666666666666
4,lucene,,46093,0.064,5,5,1.0,0.2589668659154307,1.0,12.284945532683583,0.0,0.0,,0.0
1,ii-svd-blend,0.2,94333,0.17300000000000001,5,5,1.0,1.128526519599224,0.947478218989511,12.146298648830369,0.0,0.0,,0.0
5,ii,,45854,0.28400000000000003,5,5,1.0,0.2688725377832082,1.0,14.7464252465794,0.0,0.0,,0.0
4,lucene,,47953,0.166,5,5,1.0,1.131736180075806,0.973587417481139,10.635072130432615,0.0,0.0,,0.0
4,lucene,,48838,0.135,5,5,1.0,0.7756203767397472,0.9347077299100325,14.315748688506009,0.0,0.0,,0.0
1,ii-svd-blend,0.2,94676,0.258,5,5,1.0,0.3541777770657735,0.9813292810373915,14.961763525616098,0.0827642864956832,0.1111111111111111,9,0.1111111111111111
4,lucene,,49455,0.1,5,5,1.0,1.2390935419132703,0.9272317044732069,12.550030616222216,0.0,0.0,,0.0
5,ii-svd-blend,0,103816,0.488,5,5,1.0,0.6959461327035281,0.925289905780457,9.288804097824462,0.0,0.0,,0.0
4,lucene,,49531,0.066,5,5,1.0,0.3675483650254725,1.0,17.37735500015086,0.261798386237344,0.25,3,0.3333333333333333
5,ii,,46392,0.354,5,5,1.0,0.325468464265562,1.0,15.065748688506009,0.0,0.0,,0.0
4,lucene,,49806,0.046,5,3,0.6,0.7892312054226562,0.7344595915346325,9.892789260714373,0.0,0.0,,0.0
4,lucene,,52056,0.122,5,5,1.0,0.30962095157305725,0.9830864942105431,14.531086967542706,0.3382701157891387,1.0,1,1.0
5,ii-svd-blend,0,104393,0.291,5,5,1.0,0.5977309352984573,0.9803594175801996,15.7464252465794,0.0,0.0,,0.0
5,ii,,47573,0.275,5,5,1.0,0.7297154488878327,0.9661023471560113,14.25028381172028,0.0,0.0,,0.0
1,ii-svd-blend,0.2,94883,0.382,5,5,1.0,0.6057296389065016,0.994878188334101,13.465622090756977,0.11120473109295761,0.1,10,0.1
4,lucene,,53680,0.171,5,5,1.0,0.7235476342243303,1.0,11.60812753975107,0.3876594209178115,1.0,1,1.0
4,lucene,,53819,0.052000000000000005,5,5,1.0,0.3731480560870434,1.0,14.465622090756977,0.0,0.0,,0.0
4,lucene,,54805,0.129,5,5,1.0,0.5277156771014224,0.9649319947255665,14.711763525616098,0.0,0.0,,0.0
1,ii-svd-blend,0.2,95147,0.381,5,5,1.0,0.591302065690082,0.9842581299614046,15.631213565291738,0.0,0.0,,0.0
4,lucene,,55479,0.189,5,5,1.0,0.9793350886932727,0.9279802084853237,12.885072130432615,0.0,0.0,,0.0
4,lucene,,55593,0.061,5,5,1.0,0.534065874147995,0.9557815930909708,13.381213565291738,0.0,0.0,,0.0
